id,topic1,topic2,topic3,Score_Sentence,sentiment_rate,lstm
1,0.4004479348659515,0.08808451890945435,0.5115066766738892,0.6430351579884293,-69.06267511219603,0.9995125
4,0.07215815037488937,0.46659493446350103,0.4612314999103546,3.0752971790096937,-27.59734514953216,0.9999363000000001
5,0.8615139126777649,0.07100541144609451,0.06752889603376389,3.0879983591677145,-76.12717030603261,0.0007340014
6,0.1287076622247696,0.4248749315738678,0.44640877842903137,2.992289321169098,-8.935380082539798,0.99999917
7,0.6284067630767822,0.3041955828666687,0.06741123646497726,0.7161803713527851,-57.81113501427413,0.9999914000000001
8,0.26567164063453674,0.4671158492565155,0.267218679189682,6.028398692810457,-97.09527587168807,0.9999998999999999
10,0.7958264946937561,0.0423266626894474,0.16184651851654053,3.3469085213278387,-49.85882814915866,0.9999998999999999
13,0.0720662772655487,0.8553233742713928,0.07257579267024994,0.17406806686728316,-24.011987476934014,0.9990555
14,0.7593598365783691,0.12938016653060913,0.11127744615077972,0.4886413695329365,24.311979811103143,0.99996996
15,0.5328563451766968,0.4000349342823029,0.06703139841556549,0.1031788112912186,15.50949766908814,0.99965286
16,0.8876165151596069,0.05639627203345299,0.0559881366789341,0.3426971420392474,14.207524240202119,0.9999925999999999
17,0.093328058719635,0.8781916499137878,0.02848408743739128,-1.6378353582832392,-81.20616213064581,0.6734764
18,0.4566248059272766,0.2734014391899109,0.27002963423728943,1.4695409791844627,-58.806366021656245,0.13054582
19,0.7677513360977173,0.11387787759304048,0.11839409917593002,2.0039473684210525,22.08518481431674,0.9999952
20,0.2602900266647339,0.6728591322898865,0.06683959066867827,0.65029116095048,3.233024741573944,0.99999934
23,0.1712268590927124,0.6520963311195374,0.17668968439102173,-0.7812103258569614,6.512876473340978,0.013907552
24,0.1667691469192505,0.17546086013317108,0.6578037738800049,-1.7266187050359711,-22.7236420324623,3.5762787e-07
25,0.11744333058595655,0.11476009339094162,0.7678062915802002,-1.0104166666666667,8.476662797908656,0.295721
26,0.5141612291336061,0.3739539384841919,0.11190448701381683,-0.4205714285714286,3.7733341620368033,0.0007672906
28,0.3333333432674408,0.3333333432674408,0.3333333432674408,-1.0,0.0,0.24679464
31,0.3333333432674408,0.3333333432674408,0.3333333432674408,-0.5,-17.323921566709412,0.007885426
32,0.11125298589468002,0.7755097746849059,0.11324024200439453,-0.5112781954887218,14.771581978094302,0.0063254237
33,0.1667690873146057,0.1754058003425598,0.6578906178474426,-1.7266187050359711,-6.870991130077956,0.00010687113000000001
34,0.5049929022789001,0.3837600648403168,0.11124237626791,-1.2217484008528785,4.907969564391683,0.000151366
36,0.3333333432674408,0.3333333432674408,0.3333333432674408,-1.0,0.0,0.9347045
37,0.734812319278717,0.1165982186794281,0.14853253960609436,-2.59298094958306,8.98953743583394,0.18878686
38,0.21562333405017853,0.6541589498519897,0.13017575442790985,-0.7014605748739539,9.969594164165624,2.1517277e-05
39,0.16676902770996094,0.175358384847641,0.6578864455223083,-1.7266187050359711,4.93882175101065,4.4554472e-05
40,0.3333333432674408,0.3333333432674408,0.3333333432674408,-0.368421052631579,7.818516799089707,0.42900378
41,0.20153282582759854,0.1849534660577774,0.6136385798454285,-1.4683544303797469,-33.3108209866442,2.4437904e-06
44,0.1985398679971695,0.16684891283512115,0.6345016956329346,-0.22448979591836735,1.75365760542748,0.0008187889999999999
48,0.16679686307907104,0.6663461327552795,0.16685698926448822,0.5939849624060152,-39.17294003734117,0.90360403
49,0.8795125484466553,0.06180526688694954,0.058689985424280174,-1.3143671143671145,16.452101227945047,0.82136303
50,0.41131728887557983,0.32157543301582336,0.26712295413017273,1.5879509400975589,-139.7846605656242,0.99923784
52,0.1402192860841751,0.7483500838279724,0.11129134893417357,-1.1960938112793158,12.586535540119613,0.92492425
53,0.4992795586585999,0.2419928759336472,0.25872746109962463,-2.282280943405345,7.334102926505468,0.0071081519999999995
54,0.4288640022277832,0.5132710933685303,0.05780389159917833,-8.99808227173527,-242.90717427435368,4.6163797000000005e-05
55,0.14034755527973175,0.7484068274497986,0.111291341483593,1.6220880069025023,-29.86459084864399,0.99990106
56,0.3713805079460144,0.2491375803947449,0.3794585168361664,3.3289251105943696,-213.63088571900525,0.9936118
57,0.11201529949903488,0.7684626579284668,0.119523786008358,-1.013157894736842,12.064838389777654,1.4573336e-05
59,0.16673658788204193,0.16672858595848086,0.6665348410606384,-1.7142857142857142,-25.764067201752425,0.43316332
61,0.04927058145403862,0.7982938289642334,0.1524360328912735,-1.8054054207064776,8.286656797642422,0.9981117
62,0.04254281148314476,0.6227530837059021,0.3347005546092987,-7.192430769799191,-217.73662102461142,0.045664042
63,0.16679687798023224,0.6663461327552795,0.1668570041656494,-2.5,-100.22347229838671,0.49224300000000004
64,0.09803348034620284,0.8174771070480347,0.08449383825063705,-2.147142762328267,5.9012207940796975,0.9997884
65,0.1096525490283966,0.8129369020462036,0.07753784209489822,-3.803682797096176,-59.567628259917754,0.18171245
66,0.04769458994269371,0.18530285358428955,0.7670025825500488,-0.24070573828272876,26.93111102433712,0.99988896
67,0.34836870431900024,0.5824621319770813,0.06910067796707152,-2.6709200916963383,-21.113312562552267,1.5079975e-05
68,0.16673660278320312,0.16672858595848086,0.6665347814559937,-1.7142857142857142,-25.764067201752425,0.43316332
71,0.034620221704244614,0.7042212486267091,0.2611468434333801,-7.186272546296803,-4.15390640522194,7.4207783e-06
73,0.068116195499897,0.6756168007850647,0.2562383711338043,1.7316087860812583,-96.1160553083979,0.99979705
74,0.06999073922634125,0.8614109754562378,0.06856979429721832,-0.14987709080855596,-37.60320798832603,0.9996214
76,0.09751497954130173,0.3785573244094849,0.5239443182945251,-2.756931012250161,-241.6478885280183,0.98329407
77,0.22031214833259585,0.7201477885246277,0.05968815088272095,1.0981356792439292,-48.87266199982806,0.9992851999999999
78,0.8247211575508118,0.08603169769048691,0.08926072716712953,-7.434271473846737,-396.85347569291747,0.90232444
79,0.7027654051780701,0.2407026141881943,0.05649911239743233,5.2066683217870775,-492.71070356224334,0.9997585999999999
80,0.06917084008455276,0.8634097576141357,0.0674189105629921,1.7275821596244132,-290.47764851134184,0.5941933
81,0.05699162557721137,0.901833474636078,0.041133053600788116,-5.970536867440782,-61.195340456312714,0.8565453000000002
82,0.07649171352386475,0.4736451804637909,0.4497388899326325,-3.72547081990691,-90.04229894196979,0.00022521615
83,0.042685996741056435,0.16115356981754306,0.7961589694023132,1.2481831506061605,39.78793981301287,0.99109817
85,0.16679689288139346,0.6663461923599243,0.16685698926448822,-7.652046783625733,-286.0298192344366,0.0
86,0.33464178442955017,0.573714017868042,0.09173669666051863,-4.465306951080692,-177.97919815701968,0.99758625
89,0.08677566051483154,0.8241380453109741,0.08910661935806274,-4.060978717981393,-342.41211727030105,0.84495926
91,0.2213108092546463,0.23778949677944186,0.5408990979194641,2.160006499500596,-202.57990927956538,0.99987215
92,0.43252184987068176,0.4803726375102997,0.08715319633483888,-3.3504524021919204,-131.9514318955573,0.7997522
93,0.08364000171422957,0.5851472616195679,0.3312127888202667,0.6533121795313974,-92.96978114014615,0.8654370000000001
95,0.041805624961853034,0.9233856201171876,0.034774638712406165,-3.3369255736448897,11.665903791360574,0.0028648078000000003
96,0.0554053969681263,0.3338727355003357,0.6106953620910645,-6.336498791667048,-8.796979518058736,2.9802322e-08
97,0.114319309592247,0.7976427674293518,0.08805633336305617,2.2076173826173835,-190.0223610624441,0.99858534
98,0.2270117551088333,0.7173556685447693,0.05562995374202728,2.5908225108225107,-129.8905769287855,0.99018323
100,0.0526154451072216,0.4198153913021088,0.527587354183197,-6.010781891615792,-102.27763478614094,0.007890254000000001
102,0.06886152923107147,0.8612582087516785,0.06987936794757843,-5.361988598256204,-47.158300636728065,0.999259
104,0.40653616189956665,0.5555410981178284,0.03792255744338036,5.2843587163298515,-203.42222740748628,0.9982523000000001
105,0.11363789439201355,0.7751998901367188,0.11116185039281844,1.987126245847176,-77.49997613882351,0.004339367
107,0.5255568623542786,0.4187884032726288,0.05566122382879257,4.695129870129871,-270.4417379980638,0.99988174
109,0.06836935132741928,0.8636965155601501,0.06793589144945145,-2.982126050420168,-46.47652288005411,0.9991639000000001
110,0.1668582409620285,0.6664155721664429,0.16672618687152865,-1.613095238095238,-22.78093374410098,0.9175447
112,0.08663386851549149,0.8299992680549622,0.08341078460216522,3.4691558441558437,-420.7682902662086,0.93498576
113,0.5245884060859679,0.4197291135787964,0.05562809482216835,3.9678571428571434,-255.83456485907328,0.9997543
114,0.16687625646591187,0.6661897897720337,0.16693398356437686,3.271428571428572,-263.93949776205346,0.9999306
117,0.4879345297813416,0.4742780923843384,0.03779321163892746,-4.444469152381922,-78.67055246384335,0.010875403999999998
118,0.24011361598968506,0.7292870879173279,0.030576929450035095,-3.5908775510204087,13.6147560001656,1.2218952e-05
119,0.495831698179245,0.4437355697154999,0.06046365574002266,-3.485546849880082,-69.76535699835249,1.013279e-06
120,0.3333333432674408,0.3333333432674408,0.3333333432674408,4.181818181818182,-403.9759339787698,0.9788585999999999
121,0.08349188417196274,0.8310182690620422,0.08548972755670547,3.196428571428571,-82.2368439123782,0.99315405
126,0.08404512703418733,0.832453191280365,0.08350232988595963,4.5366890645586295,-148.53512936659024,0.9927825000000001
128,0.11138377338647842,0.4451892077922821,0.4434269070625305,5.011243386243387,-180.3996433105245,0.99998146
129,0.10053873062133788,0.8574028015136719,0.042024336755275726,6.639457026520627,-294.4490360641794,0.009961218
130,0.1742026060819626,0.6372619271278381,0.18850688636302948,2.565233110747511,-205.55990729363342,3.874302e-07
131,0.32072481513023376,0.33269602060317993,0.3465479016304016,2.104993386243386,-98.97397421724965,0.9999937
132,0.1668582409620285,0.6664155721664429,0.16672618687152865,0.1964285714285714,1.5741426268557241,0.97066915
133,0.08351215720176698,0.3380325138568878,0.5784683227539062,3.011243386243386,-135.72155455703066,0.99955124
134,0.3882795572280884,0.5470342636108398,0.06475240737199782,1.9474167137210612,-222.22666418457183,0.49815590000000004
135,0.16685819625854492,0.6664155721664429,0.16672618687152865,5.196428571428571,-124.58526612019291,0.99982846
136,0.1668582260608673,0.6664156317710876,0.16672618687152865,1.625,-56.82837023922009,0.9999753
137,0.38925662636756897,0.5235644578933716,0.08718261867761612,8.095238095238095,-430.05503576811486,0.0006318092299999999
138,0.18162977695465088,0.7573196291923523,0.061030592769384384,-5.770500977537591,-122.79745121512659,0.00049367547
139,0.04332003369927406,0.3853591680526733,0.5713180899620056,3.463898733514603,-115.87480707587223,0.99774253
141,0.1668582260608673,0.6664155721664429,0.16672618687152865,-1.8035714285714288,-53.387094626173706,7.1525574e-07
143,0.03286588191986084,0.9305827617645264,0.03656252846121788,-1.763662503594126,-18.03298150760329,0.999984
144,0.10605542361736298,0.8397964239120483,0.0540592186152935,4.412177599947047,-101.64741427798529,0.99092036
145,0.06847747415304184,0.6275124549865723,0.3040153682231903,-4.5914277624231845,-133.339339892233,0.8834927
146,0.1159253865480423,0.4941348433494568,0.3900203108787537,-3.8955768353853166,-101.71802869070946,0.01815927
149,0.2336761355400085,0.48173880577087397,0.2845534384250641,-4.496256636700802,-158.55032923281578,0.0
151,0.7387408018112183,0.12789203226566315,0.13327188789844513,-5.882352941176472,-41.606181322782604,0.99977535
153,0.3333333432674408,0.3333333432674408,0.3333333432674408,-4.734615384615385,-206.36957284267788,2.0861626e-07
156,0.7387019991874695,0.12792426347732544,0.13338340818881989,-5.882352941176472,-41.606181322782604,0.99880487
157,0.12878011167049408,0.7596192359924316,0.11158537119627,-2.44975845410628,-98.0933894485902,0.32577828
158,0.8948082327842712,0.055073507130146034,0.0501350462436676,-3.5982994286486063,-86.29724089223568,0.99969447
159,0.3333333432674408,0.3333333432674408,0.3333333432674408,-3.4833333333333334,-188.5346569199009,0.0046676695
160,0.5419196486473083,0.0856570228934288,0.37236249446868896,-3.3030303030303028,-129.53059745146314,3.6656857e-06
161,0.4734279215335846,0.048332758247852325,0.4781395494937897,-3.1954563052124034,12.919048009724328,0.9051115
162,0.5035862326622009,0.4327549636363983,0.06371268630027771,-6.573976499469882,-125.59524214790731,0.00010561943000000001
163,0.6664274334907532,0.16677401959896088,0.16679854691028595,-0.8181818181818181,5.753233224499956,0.99997765
164,0.7386599183082581,0.1279105693101883,0.13326534628868106,-5.882352941176472,-41.606181322782604,0.9833796999999999
165,0.7387866973876953,0.1278821974992752,0.1333954632282257,-5.882352941176472,-41.606181322782604,0.99880487
168,0.7387424111366272,0.12790153920650482,0.1332954466342926,-5.882352941176472,-41.606181322782604,0.9833796999999999
170,0.8449350595474243,0.08783794939517975,0.0672372430562973,-2.180854140557216,-21.856260196935764,9.536743e-07
171,0.7387591600418091,0.12789301574230194,0.1332496702671051,-5.882352941176472,-41.606181322782604,0.9833796999999999
172,0.7388187050819397,0.12788395583629608,0.13336828351020813,-5.882352941176472,-41.606181322782604,0.9833796999999999
173,0.04040507972240448,0.7195409536361694,0.24007219076156616,-6.143610136693508,-121.4798749198128,0.89535344
174,0.3638492524623871,0.371638685464859,0.26454612612724304,-4.973443760540535,-112.06814666585407,0.039022416000000004
175,0.41269609332084656,0.4700146317481994,0.11731909960508348,-6.766925837320574,-86.25751271382559,0.020797938000000002
176,0.3315850794315338,0.10421343147754668,0.5643804669380188,-1.818181818181818,-64.41658707355252,0.47621155
178,0.3026821315288544,0.3077481985092163,0.38976120948791504,-2.891858678955453,-26.218419707008785,1.218915e-05
180,0.4537216126918793,0.3726377487182617,0.17366141080856326,-7.501751148235407,-94.4546092529488,0.00029826164
182,0.8878930807113647,0.055602192878723145,0.0565047413110733,-4.601259161360087,-58.150607667682635,0.02740094
183,0.7536574006080627,0.11986661702394485,0.12646684050559998,-5.2216011836264995,-158.54385101900684,0.9785162000000001
184,0.667744517326355,0.06735368818044662,0.2649616301059723,-5.744541596510906,-4.010573837967767,2.8014183e-06
185,0.3339706659317017,0.5859197378158569,0.08007065206766129,-2.553984751054859,19.26729516164171,2.0861626e-07
187,0.16676902770996094,0.17536193132400513,0.6578831672668457,-1.7266187050359711,-50.272162276211006,2.6315450000000002e-05
190,0.6664274334907532,0.1667739897966385,0.16679854691028595,-0.8181818181818181,5.753233224499956,0.96796435
191,0.5635078549385071,0.2549591064453125,0.1815183013677597,-5.655852518474427,30.299818215093783,0.0
193,0.8624854683876038,0.07001596689224243,0.06750408560037613,-4.14946286656813,-116.42434037356985,0.0011695623
194,0.05061737075448036,0.4587253034114838,0.4906130135059357,-5.129875433363079,-181.31856388144055,1.7404556e-05
195,0.07275713980197906,0.10014234483242036,0.8270532488822937,-9.593997721509004,-594.8061528452628,1.5854836e-05
196,0.599524199962616,0.36423513293266296,0.036238312721252434,6.5129183899013325,-13.865409420516727,0.05192092
197,0.11233963817358016,0.7764893174171448,0.111170694231987,2.8715724751439042,-268.28385472150643,0.99785125
198,0.3150615096092224,0.6015239357948303,0.08341246843338013,-3.062693259121831,-154.7041322575448,0.97094446
199,0.6196801066398621,0.3432368338108063,0.03708382323384285,6.0129183899013325,-28.847655055928183,0.99997973
201,0.16710400581359866,0.7938058376312256,0.0390179306268692,-0.2044755884855229,-157.0937409648023,0.425562
203,0.2893148958683014,0.5453121662139893,0.1653672605752945,4.195663672167432,-112.25788914423993,0.99954224
204,0.05065934360027313,0.6594362258911133,0.289920836687088,-0.01645556899238354,17.367799275252285,0.9997706000000001
205,0.056064672768116,0.8878422379493713,0.05609378218650818,0.9870902906617192,-34.462177221824554,0.9990913
208,0.4275457262992859,0.5341298580169678,0.03834856301546097,2.668573167110396,-367.2181921855056,0.9999918999999999
209,0.056064687669277184,0.88784259557724,0.056094951927661896,1.2514481920956742,-84.05030183683219,0.9990311
210,0.5975730419158936,0.3709818124771118,0.03144540637731552,5.650384697178961,-7.232249865625888,0.9999969000000001
211,0.6063017845153809,0.35981279611587524,0.033889267593622215,6.4274483044312465,-38.862770359807065,0.99999803
212,0.2995572984218597,0.6327281594276428,0.06770999729633331,3.0335354896675653,-278.19988200148816,0.9999983
213,0.6465180516242981,0.3058111667633057,0.047675199806690216,-3.193140589569161,-43.7275185437426,0.71532273
215,0.03748026490211487,0.7983731031417847,0.16414321959018707,-3.3704243249552857,-58.497673252306406,0.43647242
216,0.6196800470352173,0.3432371318340301,0.03708381578326225,6.5129183899013325,-14.977759603034244,0.9999813
218,0.1886264532804489,0.7617117166519165,0.049667540937662125,4.133322369427531,-181.28413712990348,0.999347
219,0.06709463894367218,0.8654298186302185,0.06747639179229736,0.9870902906617192,-34.462177221824554,0.9957869
220,0.05606485530734062,0.8878418803215027,0.05609384924173355,0.5983869676058782,-34.462177221824554,0.9990913
221,0.056549027562141425,0.7637219429016113,0.17973864078521729,4.094675459116453,-47.47250247759892,0.9999676
222,0.3565517365932465,0.5035210251808167,0.13989999890327454,5.704954609130134,53.354261029843244,0.99997616
225,0.11233817785978316,0.7764914035797119,0.1111706867814064,1.6767006802721087,-104.03550008354652,0.99949706
226,0.6196789741516113,0.34323689341545105,0.03708381950855255,6.143870770853712,-25.27089313793857,0.9999061
229,0.6196790337562561,0.3432367146015167,0.03708381578326225,6.0129183899013325,-28.847655055928183,0.9999503000000001
231,0.44167521595954895,0.4772102236747742,0.08109495043754578,-0.4679066466140034,-38.92194660324564,0.8120161
232,0.20257067680358887,0.7642682194709778,0.033166754990816116,1.3635899550552806,-114.45005230241743,0.9999527
235,0.047984492033720016,0.9040082693099976,0.04800549149513245,0.22338696760587826,6.923567315249603,0.9977875
237,0.2481735199689865,0.6941969394683838,0.057647079229354865,1.8527538726333903,-345.7577440433502,0.99956214
238,0.6062931418418884,0.3598138093948364,0.0338817834854126,6.4274483044312465,-38.862770359807065,0.99999803
240,0.11233869194984436,0.7764900922775269,0.111170694231987,0.5433673469387754,4.70099414069393,0.8899417
